Country / Region	Type	Company / Agency	Company Description	Contact Person	Email Sent To	Email / Contact	Phone / WhatsApp	Role Applied For	Status	Date Email Sent	Date Applied	Follow-up Date	Reply Status	Confidence	Needs Manual Review	Recommended Action	Source	Notes	URLs	Last Gmail Thread ID	Last Gmail Message ID
Worldwide / Remote	Direct Employer	Socialwatch	Job lead / direct employer			hr@socialwatch.io			To Contact					Low	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8730.HEIC	OCR raw safety-net row from screenshot; verify before outreach. FN | bi 4 : | socialwatchofficial WE ARE HIRING!! | We're looking for talented people to join our team. (All roles | Bm Reach out to us at [hr@socialwatch.io]			
Worldwide / Remote	Direct Employer	Soledxb	Unclassified lead			jobs@soledxb.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_9184.HEIC	"OCR raw safety-net row from screenshot; verify before outreach. | pi i 8 ""ad b SL iE | to jobs@soledxb.com"			
Worldwide / Remote	Direct Employer	Ssaltd	Unclassified lead			ilan.mclean@ssaltd.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8334.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 20. info@inspireselection.com | | 21. dxbjobs@tascoutsourcing.com | 22. request@tascoutsourcing.com | 23. info@tascoutsourcing.com			
Worldwide / Remote	Direct Employer	Style Elevated	Remote design / strategy role			hello@style-elevated.com			To Contact					High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9180.HEIC; Raw OCR: IMG_9180.HEIC	Remote role | similar time zone to EST preferred. | OCR raw safety-net row from screenshot | verify before outreach. To Apply | hello@style-elevated.com for review § @ | /@z%\ Vvincvixon 11h | § | Heyy | this sounds like a great for for me! I'll be ~~ CD	https://style-elevated.com; style-elevated.com; OCR: IMG_9180.txt		
Worldwide / Remote	Direct Employer	Talascend	Unclassified lead			talascend.marketing@talascend.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8334.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 20. info@inspireselection.com | | 21. dxbjobs@tascoutsourcing.com | 22. request@tascoutsourcing.com | 23. info@tascoutsourcing.com			
Worldwide / Remote	Direct Employer	Tascoutsourcing	Unclassified lead			dxbjobs@tascoutsourcing.com; info@tascoutsourcing.com; request@tascoutsourcing.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8334.HEIC	OCR raw safety-net row from screenshot | verify before outreach. 20. info@inspireselection.com | 21. dxbjobs@tascoutsourcing.com | 22. request@tascoutsourcing.com | 23. info@tascoutsourcing.com			
Worldwide / Remote	Direct Employer	Theombre	Job lead / direct employer			careers@theombre.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8936.HEIC	OCR raw safety-net row from screenshot; verify before outreach. | J i | ombrebyhj We're hiring across roles. | Bm careers@theombre.com			
Worldwide / Remote	Direct Employer	UI/UX Designer (Remote - Global)	Remote product design role			muhammedmujitaba@zohomail.com			To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9213.HEIC	Product design / technology / SaaS | global remote role.	OCR: IMG_9213.txt		
Worldwide / Remote	Direct Employer	Walks of Dubai	Remote job lead			hr@walksofdubai.com			To Contact					Medium	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8071.HEIC	Remote post | Dubai-branded domain | but no country is explicit in OCR.	https://walksofdubai.com; walksofdubai.com; OCR: IMG_8071.txt		
Worldwide / Remote	Direct Employer	Walksofdubai	Unclassified lead			hr@walksofdubai.com			To Contact					Low	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8071.HEIC	OCR raw safety-net row from screenshot; verify before outreach. i. | Aad ° | oma ni ECS | AINCAR | ee T | + | Tig pt HR —— le a= | AR a. ¢ | ONE foxeriigelanceundo Art Follow ||| i			
Worldwide / Remote	Direct Employer	Webveda	Job lead / direct employer			divyam.chutani@webveda.com			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_9315.HEIC	OCR raw safety-net row from screenshot; verify before outreach. @ docs.google.com | We appreciate the time you are taking to apply | email on divyam.chutani@webveda.com			
Worldwide / Remote	Direct Employer	Ziina				anton.badashov@ziina.com; jocelyn.meyer@ziina.com		Senior Product Designer	Applied		2026-06-02	2026-06-09		High	No	Follow up in one week if no reply	Current Master Job Tracker	Sent tailored Ziina fintech CV. Gmail sent id: 19e898b575624043	https://job-boards.greenhouse.io/ziina/jobs/4631469101		
Canada	Direct Employer	Pfaff Motorsports	Direct employer / motorsports			jobs@pfaffmotorsports.com			To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_7207.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: Canada | Category: Direct employer / motorsports | Source: IMG_7207.HEIC | Canadian motorsports employer | not UAE.	https://pfaffmotorsports.com; pfaffmotorsports.com; https://www.pfaffmotorsports.com/team; https://ca.linkedin.com/company/pfaff-motorsports		
Egypt	Direct Employer	Brandfy Agency	Creative / digital marketing agency			info@brandfy.net			To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_6882.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: Egypt | Category: Creative / digital marketing agency | Source: IMG_6882.HEIC | Website/LinkedIn place Brandfy in Cairo | Egypt. Do not put in Dubai.	https://brandfy.net; brandfy.net; https://brandfy.net/contact-us/; https://www.linkedin.com/company/brandfyagency		
Jordan / MENA	Direct Employer	Sitech	IT services / product design company			alaa@sitech.me			To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9321.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: Jordan / MENA | Category: IT services / product design company | Source: IMG_9321.HEIC | LinkedIn places Sitech in Amman | Jordan.	https://sitech.me; sitech.me; https://www.linkedin.com/company/sitechinc		
Mumbai / Hybrid	Direct Employer	Learntube	Job lead / direct employer			gargi@learntube.ai; shronit@learntube.ai			To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8836.HEIC	"OCR raw safety-net row from screenshot | verify before outreach. #HiringNow for FIVE roles | with our LearnTube promises: | @"" Bots don't read your applications | our team does | @"" We will give you feedback (if you genuinely want it) | @"" We will not judge you basis your college and pedigree"	https://Inkd.in/d-73kxGFAll		
Spain	Direct Employer	Roberto Castano	Photography / creative role			thephotographer@robertocastano.com			To Contact					Medium	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8475.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: Spain | Category: Photography / creative role | Source: IMG_8475.HEIC | Behance lists Ibiza | Spain | OCR also duplicated uppercase email.	https://robertocastano.com; robertocastano.com; https://www.behance.net/robertocastano		
